300.3135593220339,356.5593220338983,21,43,50,7,4,80,51,63,41,59.166,0.355,0.845
338.68279569892474,355.69354838709677,28,60,69,9,5,110,83,85,53,93.237,0.3,0.74
356.22727272727275,332.41477272727275,26,60,69,9,5,81,58,85,51,182.483,0.142,0.378
311.0590551181102,351.36614173228344,32,99,110,11,7,166,112,134,67,131.269,0.244,0.838
297.7352941176471,379.60504201680675,27,98,104,6,6,134,75,127,57,149.0,0.181,0.698
322.05045871559633,366.1330275229358,24,96,109,13,6,126,89,126,54,258.562,0.093,0.422
284.443661971831,333.4788732394366,24,44,54,10,4,84,52,64,44,331.301,0.072,0.163
332.4669811320755,351.5990566037736,27,76,77,1,6,130,92,106,57,439.753,0.061,0.175
340.6629213483146,332.5842696629214,21,77,80,3,5,92,58,101,46,531.935,0.039,0.15
299.6853448275862,393.3405172413793,20,113,134,21,6,158,74,143,50,115.759,0.173,1.158
350.675,277.75,6,6,8,2,1,16,14,11,11,196.389,0.031,0.041
342.85185185185185,203.7962962962963,10,11,12,1,2,27,22,21,20,223.109,0.045,0.054
327.0792079207921,352.8267326732673,23,83,89,6,5,120,62,107,48,325.102,0.071,0.274
349.7,421.7,22,152,179,27,6,146,52,182,52,452.64,0.049,0.395
313.70205479452056,388.7328767123288,30,201,240,39,8,199,121,241,70,627.407,0.048,0.383
376.59493670886076,368.24050632911394,21,80,110,30,4,83,62,100,41,708.51,0.03,0.155
408.5308641975309,337.7037037037037,25,84,102,18,4,74,68,103,45,839.252,0.03,0.122
393.63953488372096,273.3953488372093,17,23,30,7,2,36,32,33,27,986.017,0.017,0.03
418.68939393939394,306.4166666666667,23,43,48,5,4,54,43,63,43,1054.508,0.022,0.046
393.84615384615387,299.6923076923077,2,1,29,28,1,11,10,6,7,27.686,0.072,1.047
617.1172839506173,514.8024691358024,15,47,84,37,4,81,59,67,35,83.068,0.181,1.011
338.0132450331126,402.4635761589404,32,208,244,36,8,206,122,248,72,150.548,0.213,1.621
391.7931034482759,286.41379310344826,20,44,54,10,3,63,48,59,35,59.532,0.336,0.907
387.42857142857144,374.4873949579832,31,126,150,24,6,144,96,156,61,432.176,0.072,0.347
350.2857142857143,295.77142857142854,28,52,63,11,4,72,54,72,48,70.21,0.399,0.897
423.35135135135135,241.40540540540542,16,23,25,2,2,39,30,33,26,41.867,0.382,0.597
399.17241379310343,350.17241379310343,35,140,157,17,6,142,96,170,65,158.194,0.221,0.992
357.53846153846155,332.8791208791209,28,91,102,11,5,92,70,115,53,834.623,0.034,0.122
376.06779661016947,408.64406779661016,22,153,181,28,6,142,79,182,52,1431.95,0.015,0.126
395.75757575757575,298.6666666666667,12,24,32,8,2,30,20,34,22,32.557,0.369,0.983
