398.84375,381.109375,5,14,18,4,3,26,8,29,20
425.3125,410.0208333333333,14,30,47,17,4,45,17,50,34
362.75,320.41847826086956,22,27,35,8,4,67,52,47,42
383.7684210526316,346.5684210526316,17,60,76,16,5,77,35,85,42
336.9632352941176,341.05882352941177,13,29,48,19,4,54,25,49,33
405.43939393939394,397.54545454545456,14,34,54,20,4,45,23,54,34
407.51376146788994,328.3715596330275,14,51,78,27,5,71,36,76,39
268.1355140186916,333.89719626168227,19,34,57,23,5,61,34,59,44
354.0357142857143,306.60714285714283,18,29,33,4,4,81,49,49,38
278.0188679245283,303.07547169811323,24,50,58,8,5,81,59,74,49
357.1455399061033,311.8380281690141,22,76,84,8,6,134,73,105,52
301.5,337.6875,3,0,0,0,1,5,5,5,8
263.30808080808083,339.1161616161616,15,33,44,11,4,55,42,53,35,101.567,0.148,0.433
395.5,351.05494505494505,19,38,43,5,5,65,44,63,44,96.448,0.197,0.446
332.78,397.604,19,74,80,6,6,94,39,104,49,228.605,0.083,0.35
347.64814814814815,255.77777777777777,9,8,9,1,2,17,18,18,19,26.145,0.344,0.344
396.0376344086022,415.1290322580645,16,50,52,2,5,61,25,75,41,125.68,0.127,0.414
274.4625,220.175,12,6,12,6,2,21,18,15,22,40.184,0.299,0.299
350.7916666666667,297.5833333333333,7,8,9,1,2,18,14,18,17,67.049,0.104,0.134
300.231884057971,367.17391304347825,19,28,31,3,4,54,36,48,39,137.214,0.138,0.226
342.42857142857144,295.7142857142857,11,18,20,2,3,32,19,33,26,187.614,0.059,0.107
289.09842519685037,346.0826771653543,24,66,71,5,6,105,44,96,54,316.94,0.076,0.224
410.2413793103448,228.41379310344828,7,8,8,0,2,26,18,18,17,385.628,0.018,0.021
238.05,376.7125,18,48,73,25,5,108,25,73,43,128.579,0.14,0.568
331.0113636363636,370.2386363636364,9,10,15,5,2,39,22,20,19,192.236,0.047,0.078
372.75,410.8333333333333,8,12,15,3,2,34,10,22,18,239.63,0.033,0.063
250.43630573248407,452.99044585987264,14,71,81,10,6,138,49,101,44,399.501,0.035,0.203
311.6585365853659,417.1310975609756,16,86,98,12,6,138,33,116,46,569.579,0.028,0.172
319.6502463054187,461.26354679802955,18,88,110,22,7,175,51,123,53,779.349,0.023,0.141
290.1864406779661,493.5734463276836,11,82,91,9,6,143,36,112,41,964.122,0.011,0.094
292.5524193548387,512.6572580645161,9,52,61,9,5,112,14,77,34,125.388,0.072,0.486
319.93464052287584,496.5,10,81,86,5,6,139,12,111,40,153.701,0.065,0.56
372.16470588235296,402.2470588235294,13,62,85,23,4,98,44,81,33,85.688,0.152,0.992
363.04918032786884,382.0655737704918,11,39,116,77,2,73,39,49,21,61.349,0.179,1.891
317.96666666666664,377.76666666666665,19,116,288,172,5,179,44,141,44,122.178,0.156,2.357
368.734693877551,358.3673469387755,10,25,165,140,2,67,34,35,20,48.563,0.206,3.398
392.2105263157895,336.3157894736842,30,6,61,55,1,22,7,11,11,18.94,1.584,3.221
462.23809523809524,274.04761904761904,11,15,37,22,2,48,23,25,21,41.437,0.265,0.893
308.79761904761904,401.5238095238095,24,109,191,82,6,158,77,139,54,212.766,0.113,0.898
399.83561643835617,408.7945205479452,17,52,177,125,3,90,29,67,32,583.206,0.029,0.303
419.3333333333333,524,0,6,13,7,1,9,1,11,5,16.388,0.0,0.793
330.44736842105266,244.21052631578948,19,59,319,260,3,121,51,74,34,76.693,0.248,4.159
365.8974358974359,380.4102564102564,8,28,79,51,3,45,8,43,23,130.134,0.061,0.607
318.5,335,10,10,76,66,2,20,16,20,20,158.214,0.063,0.48
294.6363636363636,441.45454545454544,14,40,87,47,3,55,11,55,29,44.629,0.314,1.949
337.63157894736844,434,13,41,134,93,3,55,8,56,28,84.579,0.154,1.584
376.76190476190476,534.2857142857143,7,57,171,114,3,91,1,71,22,127.55,0.055,1.341
310.0,348.3333333333333,5,8,40,32,1,14,2,13,10,13.108,0.381,3.052
392.3478260869565,363.04347826086956,8,20,67,47,2,30,6,30,18,22.727,0.352,2.948
363.375,475.25,10,68,215,147,3,75,8,82,25,47.893,0.209,4.489
382.4516129032258,403.5483870967742,10,30,108,78,2,39,11,40,20,80.345,0.124,1.344
395.037037037037,500,4,11,28,17,2,22,0,21,14,110.838,0.036,0.253
364.11538461538464,496.03846153846155,13,55,100,45,4,72,3,75,33,52.696,0.247,1.898
331.0833333333333,412.5,6,18,82,64,2,39,24,28,16,80.536,0.075,1.018
368.0,500,0,0,17,17,1,0,0,5,5,90.68,0.0,0.187
368.0,500,1,0,0,0,2,0,0,10,11,22.244,0.045,0.0
356.2758620689655,338.82758620689657,8,9,20,11,2,27,12,19,18,30.06,0.266,0.665
353.1,445.1,6,5,13,8,2,21,8,15,16,63.479,0.095,0.205
338.55555555555554,472.44444444444446,5,4,23,19,2,14,4,14,15,87.695,0.057,0.262
402.0,415.46666666666664,2,1,6,5,1,14,12,6,7,105.868,0.019,0.057
413.53333333333336,519.8,5,8,18,10,2,27,2,18,15,139.503,0.036,0.129
394.25,431.0625,9,21,45,24,2,31,11,31,19,427.91,0.021,0.105
343.0,300,2,1,3,2,1,10,2,6,7,18.11,0.11,0.166
373.0,436.6666666666667,10,32,64,32,3,62,3,47,25,61.39,0.163,1.043
422.9382716049383,434.98765432098764,11,118,184,66,5,118,4,143,36,145.15,0.076,1.268
286.3943661971831,366.3943661971831,8,59,120,61,5,83,10,84,33,69.717,0.115,1.721
380.7857142857143,441.9642857142857,12,55,99,44,4,69,8,75,32,126.155,0.095,0.785
349.56363636363636,444.3272727272727,8,47,94,47,4,66,9,67,28,185.519,0.043,0.507
430.8,482.5090909090909,11,59,90,31,4,70,3,79,31,241.721,0.046,0.372
415.56363636363636,429.0181818181818,6,61,88,27,4,67,3,81,26,303.481,0.02,0.29
392.2857142857143,484.82142857142856,17,53,98,45,4,62,8,73,37,360.717,0.047,0.272
378.0,352.0689655172414,7,23,44,21,2,26,8,33,17,392.043,0.018,0.112
379.79545454545456,456.6818181818182,14,105,155,50,6,99,14,134,44,480.937,0.029,0.322
386.7857142857143,452.2142857142857,11,65,107,42,4,68,8,85,31,538.416,0.02,0.199
414.89473684210526,487.94736842105266,7,93,134,41,5,103,5,117,32,617.597,0.011,0.217
398.84,510.36,9,46,69,23,3,66,9,61,24,670.22,0.013,0.103
384.46753246753246,508.05194805194805,13,94,130,36,5,106,7,119,38,749.484,0.017,0.173
430.6027397260274,521.3150684931506,10,92,131,39,5,98,6,117,35,824.382,0.012,0.159
383.6,446.06666666666666,11,45,53,8,4,55,17,65,31
